CustomerID,ProductID,ReviewScore,ReviewText
CUST115497,PROD136773,2,Amazing product! I love it.
CUST100567,PROD141359,4,Very satisfied with the quality.
CUST123833,PROD102609,3,Average quality. Expected better.
CUST108714,PROD121733,3,Exceeded expectations. Great value for money.
CUST103815,PROD143755,4,Terrible experience. Will not buy again.
CUST119301,PROD101458,5,Excellent product! Highly recommend.
CUST112504,PROD139908,5,Excellent product! Highly recommend.
CUST123989,PROD143266,2,Exceeded expectations. Great value for money.
CUST129322,PROD117405,1,Terrible experience. Will not buy again.
CUST128736,PROD131411,5,Very satisfied with the quality.
CUST101908,PROD128526,5,"Decent, but could be improved."
CUST129790,PROD106844,5,Super fast delivery and great packaging!
CUST101077,PROD136659,5,Terrible experience. Will not buy again.
CUST114233,PROD116427,3,Not worth the price.
CUST106542,PROD117298,5,Amazing product! I love it.
CUST106647,PROD128429,2,Amazing product! I love it.
CUST119608,PROD100897,3,Not worth the price.
CUST103072,PROD134891,2,Not worth the price.
CUST116956,PROD122911,1,Exceeded expectations. Great value for money.
CUST110549,PROD105563,5,Excellent product! Highly recommend.
CUST117394,PROD130873,5,Amazing product! I love it.
CUST122298,PROD137780,1,Amazing product! I love it.
CUST124144,PROD120632,1,Super fast delivery and great packaging!
CUST101537,PROD114443,1,Not worth the price.
CUST128151,PROD143321,5,Excellent product! Highly recommend.
CUST122578,PROD137180,4,Terrible experience. Will not buy again.
CUST111736,PROD107418,2,Amazing product! I love it.
CUST123853,PROD125770,3,Exceeded expectations. Great value for money.
CUST129170,PROD101151,5,Exceeded expectations. Great value for money.
CUST102575,PROD107861,5,"Decent, but could be improved."
CUST115335,PROD101545,1,Excellent product! Highly recommend.
CUST130056,PROD142040,2,Terrible experience. Will not buy again.
CUST121291,PROD135893,2,Very satisfied with the quality.
CUST127654,PROD134579,3,Terrible experience. Will not buy again.
CUST104244,PROD112577,4,Very satisfied with the quality.
CUST101397,PROD112190,3,Not worth the price.
CUST111660,PROD115370,4,Excellent product! Highly recommend.
CUST116977,PROD141090,3,Amazing product! I love it.
CUST112609,PROD112500,2,Super fast delivery and great packaging!
CUST117305,PROD111457,1,Average quality. Expected better.
CUST106784,PROD109349,3,Exceeded expectations. Great value for money.
CUST108607,PROD130742,4,Exceeded expectations. Great value for money.
CUST113086,PROD143126,5,Exceeded expectations. Great value for money.
CUST108787,PROD128550,1,Amazing product! I love it.
CUST108732,PROD134096,2,Terrible experience. Will not buy again.
CUST123021,PROD130375,3,Amazing product! I love it.
CUST125582,PROD116950,5,Not worth the price.
CUST128240,PROD137654,4,Poor customer service. Disappointed.
CUST123683,PROD117442,4,Amazing product! I love it.
CUST105270,PROD138398,5,Amazing product! I love it.
CUST119721,PROD116258,5,Amazing product! I love it.
CUST116799,PROD114728,5,Excellent product! Highly recommend.
CUST110116,PROD135257,4,Exceeded expectations. Great value for money.
CUST114759,PROD101481,2,Poor customer service. Disappointed.
CUST105283,PROD134488,4,Not worth the price.
CUST100034,PROD109592,1,Excellent product! Highly recommend.
CUST105254,PROD132220,2,Average quality. Expected better.
CUST128789,PROD105203,4,"Decent, but could be improved."
CUST100333,PROD140312,1,Super fast delivery and great packaging!
CUST120806,PROD101307,4,Super fast delivery and great packaging!
CUST129350,PROD114599,5,Exceeded expectations. Great value for money.
CUST120338,PROD108844,5,Not worth the price.
CUST109146,PROD117146,5,Terrible experience. Will not buy again.
CUST119188,PROD139407,4,Average quality. Expected better.
CUST106432,PROD138644,3,Poor customer service. Disappointed.
CUST103901,PROD136044,2,Poor customer service. Disappointed.
CUST127333,PROD134824,2,Very satisfied with the quality.
CUST116840,PROD105182,1,Terrible experience. Will not buy again.
CUST121996,PROD131006,5,Not worth the price.
CUST121753,PROD129780,4,Not worth the price.
CUST109648,PROD104731,5,Amazing product! I love it.
CUST129314,PROD114465,4,Very satisfied with the quality.
CUST109386,PROD103267,3,Exceeded expectations. Great value for money.
CUST126592,PROD111753,5,Not worth the price.
CUST114511,PROD115073,3,Very satisfied with the quality.
CUST130906,PROD124726,5,Amazing product! I love it.
CUST104545,PROD141713,2,Excellent product! Highly recommend.
CUST126137,PROD131416,5,Amazing product! I love it.
CUST101958,PROD130833,4,"Decent, but could be improved."
CUST118137,PROD127576,4,Exceeded expectations. Great value for money.
CUST128100,PROD123162,3,Amazing product! I love it.
CUST119656,PROD124633,1,Very satisfied with the quality.
CUST123344,PROD100606,5,Very satisfied with the quality.
CUST104933,PROD107170,2,Super fast delivery and great packaging!
CUST113589,PROD114191,1,Amazing product! I love it.
CUST126468,PROD112616,1,"Decent, but could be improved."
CUST117377,PROD121034,5,Not worth the price.
CUST128380,PROD110285,5,Poor customer service. Disappointed.
CUST120430,PROD123926,1,Super fast delivery and great packaging!
CUST131310,PROD105433,3,Not worth the price.
CUST116333,PROD125054,2,Terrible experience. Will not buy again.
CUST130885,PROD105617,5,Super fast delivery and great packaging!
CUST103549,PROD101623,3,Poor customer service. Disappointed.
CUST115520,PROD110154,1,Excellent product! Highly recommend.
CUST109802,PROD108555,5,Amazing product! I love it.
CUST125283,PROD117009,2,Terrible experience. Will not buy again.
CUST100879,PROD139024,4,Very satisfied with the quality.
CUST130020,PROD102701,2,Super fast delivery and great packaging!
CUST107667,PROD107397,4,Amazing product! I love it.
CUST115531,PROD112533,1,Exceeded expectations. Great value for money.
CUST110641,PROD124588,2,Excellent product! Highly recommend.
CUST120294,PROD103905,4,Very satisfied with the quality.
CUST108430,PROD116272,2,Amazing product! I love it.
CUST113976,PROD126650,4,Super fast delivery and great packaging!
CUST126386,PROD140601,4,"Decent, but could be improved."
CUST114699,PROD141151,5,Poor customer service. Disappointed.
CUST121360,PROD115402,2,Not worth the price.
CUST121052,PROD109245,1,Very satisfied with the quality.
CUST126028,PROD112527,4,Amazing product! I love it.
CUST125860,PROD123072,1,Amazing product! I love it.
CUST112415,PROD120992,3,Amazing product! I love it.
CUST113497,PROD102326,2,Very satisfied with the quality.
CUST122372,PROD119838,5,Very satisfied with the quality.
CUST114333,PROD141807,5,Exceeded expectations. Great value for money.
CUST120728,PROD100860,1,Average quality. Expected better.
CUST103536,PROD120191,4,Exceeded expectations. Great value for money.
CUST104143,PROD138861,3,Average quality. Expected better.
CUST117979,PROD112164,2,Terrible experience. Will not buy again.
CUST120689,PROD117812,5,Amazing product! I love it.
CUST118520,PROD112655,5,Average quality. Expected better.
CUST106103,PROD101809,2,Not worth the price.
CUST109765,PROD120495,5,Excellent product! Highly recommend.
CUST105793,PROD137652,3,Average quality. Expected better.
CUST130707,PROD107862,5,Amazing product! I love it.
CUST106174,PROD119128,2,Poor customer service. Disappointed.
CUST113441,PROD141893,3,Terrible experience. Will not buy again.
CUST100350,PROD140081,5,Terrible experience. Will not buy again.
CUST114334,PROD106607,5,Very satisfied with the quality.
CUST119234,PROD100437,3,"Decent, but could be improved."
CUST107042,PROD134173,4,Average quality. Expected better.
CUST116487,PROD114230,2,Excellent product! Highly recommend.
CUST128615,PROD117607,5,Exceeded expectations. Great value for money.
CUST119970,PROD121422,5,Amazing product! I love it.
CUST112576,PROD138294,5,Amazing product! I love it.
CUST122979,PROD139090,5,"Decent, but could be improved."
CUST112291,PROD139664,5,Very satisfied with the quality.
CUST131679,PROD142236,3,Average quality. Expected better.
CUST100168,PROD117319,2,Poor customer service. Disappointed.
CUST108873,PROD134288,4,"Decent, but could be improved."
CUST107552,PROD107569,3,Exceeded expectations. Great value for money.
CUST113413,PROD128373,2,Average quality. Expected better.
CUST105013,PROD109172,4,Very satisfied with the quality.
CUST111840,PROD104203,2,Amazing product! I love it.
CUST107448,PROD128014,4,Poor customer service. Disappointed.
CUST113419,PROD110232,5,Excellent product! Highly recommend.
CUST119871,PROD100775,3,Terrible experience. Will not buy again.
CUST130377,PROD119332,3,Exceeded expectations. Great value for money.
CUST113542,PROD109021,3,Very satisfied with the quality.
CUST124665,PROD138939,5,Amazing product! I love it.
CUST128690,PROD116547,2,Average quality. Expected better.
CUST117468,PROD105789,2,"Decent, but could be improved."
CUST122205,PROD139766,2,Excellent product! Highly recommend.
CUST110410,PROD105452,2,Poor customer service. Disappointed.
CUST106242,PROD114677,1,Very satisfied with the quality.
CUST105904,PROD124869,1,"Decent, but could be improved."
CUST102007,PROD128957,3,"Decent, but could be improved."
CUST127121,PROD103360,3,Very satisfied with the quality.
CUST119965,PROD111285,4,Very satisfied with the quality.
CUST105823,PROD112467,2,Excellent product! Highly recommend.
CUST106603,PROD128017,3,"Decent, but could be improved."
CUST127968,PROD100745,3,Poor customer service. Disappointed.
CUST129536,PROD119775,3,Exceeded expectations. Great value for money.
CUST119560,PROD123412,3,"Decent, but could be improved."
CUST126819,PROD110686,3,Poor customer service. Disappointed.
CUST127846,PROD106644,5,Very satisfied with the quality.
CUST111886,PROD110209,4,Amazing product! I love it.
CUST110998,PROD113256,1,"Decent, but could be improved."
CUST121228,PROD115931,4,Very satisfied with the quality.
CUST116569,PROD116702,4,Very satisfied with the quality.
CUST107167,PROD128392,1,Very satisfied with the quality.
CUST110657,PROD111757,3,"Decent, but could be improved."
CUST123854,PROD141066,1,Amazing product! I love it.
CUST106260,PROD136232,1,Very satisfied with the quality.
CUST125269,PROD122286,3,"Decent, but could be improved."
CUST129875,PROD110038,5,Amazing product! I love it.
CUST114622,PROD114402,3,Excellent product! Highly recommend.
CUST125570,PROD110670,1,Terrible experience. Will not buy again.
CUST130996,PROD129828,1,Average quality. Expected better.
CUST130860,PROD134474,1,Amazing product! I love it.
CUST108241,PROD108539,2,"Decent, but could be improved."
CUST120763,PROD123158,4,Terrible experience. Will not buy again.
CUST113010,PROD126894,1,"Decent, but could be improved."
CUST119178,PROD136931,5,Excellent product! Highly recommend.
CUST114388,PROD130779,4,"Decent, but could be improved."
CUST100589,PROD122004,5,Exceeded expectations. Great value for money.
CUST126988,PROD124028,1,Excellent product! Highly recommend.
CUST113923,PROD112193,4,Very satisfied with the quality.
CUST129946,PROD136345,3,Super fast delivery and great packaging!
CUST124542,PROD121145,3,Not worth the price.
CUST121499,PROD141178,1,Not worth the price.
CUST127700,PROD112888,1,Average quality. Expected better.
CUST111092,PROD116944,2,Amazing product! I love it.
CUST110961,PROD111184,5,Amazing product! I love it.
CUST125159,PROD112234,4,Poor customer service. Disappointed.
CUST108255,PROD113704,2,Excellent product! Highly recommend.
CUST118759,PROD131216,3,Poor customer service. Disappointed.
CUST113159,PROD142863,5,"Decent, but could be improved."
CUST112058,PROD102302,1,Super fast delivery and great packaging!
CUST104944,PROD106165,1,Not worth the price.
CUST126490,PROD131684,4,Poor customer service. Disappointed.
CUST122536,PROD128753,4,Terrible experience. Will not buy again.
CUST124023,PROD120314,4,Super fast delivery and great packaging!
CUST120384,PROD114602,3,"Decent, but could be improved."
CUST110223,PROD126169,1,Average quality. Expected better.
CUST112385,PROD116442,2,Terrible experience. Will not buy again.
CUST130540,PROD117851,5,Super fast delivery and great packaging!
CUST107069,PROD138706,5,Exceeded expectations. Great value for money.
CUST105620,PROD139839,2,Exceeded expectations. Great value for money.
CUST102255,PROD127412,4,Terrible experience. Will not buy again.
CUST106597,PROD100853,1,Terrible experience. Will not buy again.
CUST126345,PROD121102,4,Super fast delivery and great packaging!
CUST131577,PROD101877,3,Poor customer service. Disappointed.
CUST104605,PROD126540,5,Not worth the price.
CUST104195,PROD106441,1,Amazing product! I love it.
CUST113730,PROD104654,4,Amazing product! I love it.
CUST124292,PROD103164,3,Exceeded expectations. Great value for money.
CUST126825,PROD114953,2,Amazing product! I love it.
CUST109644,PROD140314,4,"Decent, but could be improved."
CUST119937,PROD137171,3,Average quality. Expected better.
CUST108194,PROD113138,1,Terrible experience. Will not buy again.
CUST123150,PROD102296,3,Excellent product! Highly recommend.
CUST117764,PROD117035,1,Average quality. Expected better.
CUST111142,PROD114806,1,Very satisfied with the quality.
CUST125537,PROD106487,4,Poor customer service. Disappointed.
CUST102269,PROD113703,2,Exceeded expectations. Great value for money.
CUST116797,PROD131876,1,Average quality. Expected better.
CUST132308,PROD108902,1,Average quality. Expected better.
CUST118172,PROD116075,5,Excellent product! Highly recommend.
CUST121356,PROD117292,5,Terrible experience. Will not buy again.
CUST120234,PROD109154,4,Average quality. Expected better.
CUST113720,PROD109730,1,Average quality. Expected better.
CUST102517,PROD108370,4,Terrible experience. Will not buy again.
CUST110164,PROD139527,4,Very satisfied with the quality.
CUST103225,PROD108049,5,Exceeded expectations. Great value for money.
CUST124559,PROD123885,4,Excellent product! Highly recommend.
CUST110345,PROD132652,4,"Decent, but could be improved."
CUST107860,PROD129540,3,Very satisfied with the quality.
CUST110818,PROD117593,4,Super fast delivery and great packaging!
CUST124264,PROD110961,5,Terrible experience. Will not buy again.
CUST105313,PROD114924,5,Super fast delivery and great packaging!
CUST102620,PROD125076,3,Very satisfied with the quality.
CUST100794,PROD141166,5,"Decent, but could be improved."
CUST113832,PROD137286,3,Average quality. Expected better.
CUST101540,PROD108585,4,Exceeded expectations. Great value for money.
CUST122151,PROD104559,5,Excellent product! Highly recommend.
CUST116045,PROD117347,4,Excellent product! Highly recommend.
CUST131020,PROD107467,2,Amazing product! I love it.
CUST104341,PROD127435,3,Average quality. Expected better.
CUST125639,PROD129124,4,Terrible experience. Will not buy again.
CUST119850,PROD136397,5,Not worth the price.
CUST106867,PROD127687,2,Poor customer service. Disappointed.
CUST132153,PROD117211,1,Very satisfied with the quality.
CUST115911,PROD133725,2,"Decent, but could be improved."
CUST121792,PROD102117,4,Poor customer service. Disappointed.
CUST108829,PROD131379,2,Average quality. Expected better.
CUST103640,PROD103042,4,Average quality. Expected better.
CUST120588,PROD129788,3,"Decent, but could be improved."
CUST124266,PROD114241,5,Amazing product! I love it.
CUST103214,PROD102886,1,Poor customer service. Disappointed.
CUST111144,PROD137209,2,Poor customer service. Disappointed.
CUST100605,PROD120617,2,Excellent product! Highly recommend.
CUST124103,PROD131819,1,Exceeded expectations. Great value for money.
CUST122679,PROD107697,5,Amazing product! I love it.
CUST110790,PROD141831,3,Poor customer service. Disappointed.
CUST122981,PROD111471,3,Exceeded expectations. Great value for money.
CUST125261,PROD107933,1,Poor customer service. Disappointed.
CUST102518,PROD120107,5,Very satisfied with the quality.
CUST107495,PROD105811,2,Poor customer service. Disappointed.
CUST102550,PROD143261,4,Average quality. Expected better.
CUST102174,PROD140430,2,Exceeded expectations. Great value for money.
CUST107676,PROD123452,1,Amazing product! I love it.
CUST127309,PROD116562,5,Excellent product! Highly recommend.
CUST104911,PROD137516,3,Excellent product! Highly recommend.
CUST131867,PROD128015,3,Terrible experience. Will not buy again.
CUST115919,PROD142693,4,"Decent, but could be improved."
CUST105085,PROD120776,4,"Decent, but could be improved."
CUST122081,PROD134419,5,Super fast delivery and great packaging!
CUST110135,PROD102985,1,Poor customer service. Disappointed.
CUST111857,PROD120486,5,Poor customer service. Disappointed.
CUST126767,PROD142616,5,Super fast delivery and great packaging!
CUST116494,PROD133530,3,Very satisfied with the quality.
CUST121870,PROD134092,3,Exceeded expectations. Great value for money.
CUST116001,PROD118549,3,Terrible experience. Will not buy again.
CUST105735,PROD130926,4,Terrible experience. Will not buy again.
CUST129586,PROD136188,2,Very satisfied with the quality.
CUST127159,PROD133625,1,Very satisfied with the quality.
CUST117120,PROD124302,2,Not worth the price.
CUST118915,PROD119955,4,Poor customer service. Disappointed.
CUST103718,PROD131869,5,Poor customer service. Disappointed.
CUST131544,PROD134193,2,"Decent, but could be improved."
CUST121910,PROD128526,1,Very satisfied with the quality.
CUST121654,PROD119031,5,Excellent product! Highly recommend.
CUST131170,PROD138209,3,Poor customer service. Disappointed.
CUST124665,PROD141064,5,Terrible experience. Will not buy again.
CUST126388,PROD113833,5,Not worth the price.
CUST103220,PROD120392,5,Very satisfied with the quality.
CUST123619,PROD137640,1,Excellent product! Highly recommend.
CUST103707,PROD100403,4,Excellent product! Highly recommend.
CUST124733,PROD126616,1,Super fast delivery and great packaging!
CUST122830,PROD100712,2,Super fast delivery and great packaging!
CUST107341,PROD111737,3,Poor customer service. Disappointed.
CUST121225,PROD139013,5,Average quality. Expected better.
CUST123808,PROD100845,5,Exceeded expectations. Great value for money.
CUST108416,PROD116971,1,Poor customer service. Disappointed.
CUST104786,PROD104714,5,Poor customer service. Disappointed.
CUST116719,PROD109408,5,Exceeded expectations. Great value for money.
CUST115273,PROD136944,3,Excellent product! Highly recommend.
CUST103209,PROD140959,3,Excellent product! Highly recommend.
CUST119635,PROD108994,4,Amazing product! I love it.
CUST126890,PROD137843,1,Amazing product! I love it.
CUST104569,PROD141253,2,Not worth the price.
CUST121467,PROD135088,1,Amazing product! I love it.
CUST103493,PROD133129,4,"Decent, but could be improved."
CUST109664,PROD141682,4,Super fast delivery and great packaging!
CUST115922,PROD135335,4,Exceeded expectations. Great value for money.
CUST101810,PROD115824,3,Terrible experience. Will not buy again.
CUST126423,PROD126380,4,Not worth the price.
CUST107985,PROD111533,5,Very satisfied with the quality.
CUST108823,PROD112766,5,Not worth the price.
CUST102537,PROD110269,1,Exceeded expectations. Great value for money.
CUST105171,PROD118295,2,Excellent product! Highly recommend.
CUST119533,PROD115479,2,Super fast delivery and great packaging!
CUST118323,PROD115449,4,Excellent product! Highly recommend.
CUST113259,PROD122357,5,Excellent product! Highly recommend.
CUST130499,PROD100030,1,Amazing product! I love it.
CUST103464,PROD140558,2,Very satisfied with the quality.
CUST128632,PROD104855,3,Very satisfied with the quality.
CUST118759,PROD113994,4,Exceeded expectations. Great value for money.
CUST124886,PROD135186,2,Amazing product! I love it.
CUST112907,PROD115116,2,Super fast delivery and great packaging!
CUST123434,PROD106474,1,Exceeded expectations. Great value for money.
CUST117096,PROD115009,2,Average quality. Expected better.
CUST101378,PROD130948,4,Poor customer service. Disappointed.
CUST132364,PROD132626,1,Super fast delivery and great packaging!
CUST117309,PROD104826,5,Very satisfied with the quality.
CUST105251,PROD107820,3,Not worth the price.
CUST115307,PROD118372,3,Not worth the price.
CUST100256,PROD139407,1,Super fast delivery and great packaging!
CUST120156,PROD116426,4,Terrible experience. Will not buy again.
CUST127569,PROD134200,5,Terrible experience. Will not buy again.
CUST131077,PROD126833,4,Excellent product! Highly recommend.
CUST121742,PROD116043,2,Very satisfied with the quality.
CUST101163,PROD131283,2,Very satisfied with the quality.
CUST105376,PROD109232,2,Not worth the price.
CUST108150,PROD112652,2,Very satisfied with the quality.
CUST106888,PROD101257,2,Excellent product! Highly recommend.
CUST100815,PROD133769,1,Very satisfied with the quality.
CUST100068,PROD132020,3,Exceeded expectations. Great value for money.
CUST102463,PROD100157,3,Terrible experience. Will not buy again.
CUST117238,PROD100411,4,Terrible experience. Will not buy again.
CUST131499,PROD140128,3,Super fast delivery and great packaging!
CUST105491,PROD139558,1,"Decent, but could be improved."
CUST130331,PROD113663,1,Amazing product! I love it.
CUST131603,PROD103474,4,Excellent product! Highly recommend.
CUST113518,PROD114979,4,Amazing product! I love it.
CUST120177,PROD103595,4,Not worth the price.
CUST115368,PROD123457,1,Not worth the price.
CUST120891,PROD138876,5,Poor customer service. Disappointed.
CUST109643,PROD122659,1,Excellent product! Highly recommend.
CUST119560,PROD103567,1,Not worth the price.
CUST124230,PROD121598,4,"Decent, but could be improved."
CUST125828,PROD141367,2,Exceeded expectations. Great value for money.
CUST121992,PROD132633,2,"Decent, but could be improved."
CUST121692,PROD109701,4,Not worth the price.
CUST130366,PROD122979,5,Excellent product! Highly recommend.
CUST113293,PROD141930,2,Amazing product! I love it.
CUST107579,PROD126495,5,Exceeded expectations. Great value for money.
CUST130398,PROD120811,1,Very satisfied with the quality.
CUST101412,PROD133785,1,Poor customer service. Disappointed.
CUST124308,PROD133098,5,Amazing product! I love it.
CUST131665,PROD107384,3,Excellent product! Highly recommend.
CUST116638,PROD116584,5,Poor customer service. Disappointed.
CUST108159,PROD108363,3,Amazing product! I love it.
CUST128971,PROD103592,2,Average quality. Expected better.
CUST102864,PROD130073,4,Not worth the price.
CUST116934,PROD104729,2,Exceeded expectations. Great value for money.
CUST103848,PROD134393,4,Terrible experience. Will not buy again.
CUST101357,PROD114347,4,Excellent product! Highly recommend.
CUST123231,PROD107491,2,Super fast delivery and great packaging!
CUST118085,PROD109851,5,Amazing product! I love it.
CUST120304,PROD116737,3,Super fast delivery and great packaging!
CUST122893,PROD117160,1,Excellent product! Highly recommend.
CUST110852,PROD136026,3,"Decent, but could be improved."
CUST101960,PROD100270,3,Exceeded expectations. Great value for money.
CUST103687,PROD132352,4,Amazing product! I love it.
CUST109744,PROD109986,4,Terrible experience. Will not buy again.
CUST121390,PROD116539,3,"Decent, but could be improved."
CUST116207,PROD131028,4,Exceeded expectations. Great value for money.
CUST103578,PROD135017,2,Amazing product! I love it.
CUST119580,PROD110213,1,"Decent, but could be improved."
CUST124404,PROD126305,3,Very satisfied with the quality.
CUST122046,PROD114096,1,Very satisfied with the quality.
CUST103739,PROD105150,5,Super fast delivery and great packaging!
CUST112367,PROD124744,4,Amazing product! I love it.
CUST103837,PROD131462,2,Very satisfied with the quality.
CUST107603,PROD143351,3,Excellent product! Highly recommend.
CUST109959,PROD132292,4,Amazing product! I love it.
CUST120564,PROD107512,1,Super fast delivery and great packaging!
CUST123233,PROD127491,3,Excellent product! Highly recommend.
CUST119639,PROD121522,5,Very satisfied with the quality.
CUST110980,PROD110758,2,Amazing product! I love it.
CUST129332,PROD105647,1,Amazing product! I love it.
CUST110959,PROD112156,4,Very satisfied with the quality.
CUST112312,PROD110191,2,Very satisfied with the quality.
CUST101961,PROD128453,4,Excellent product! Highly recommend.
CUST130633,PROD103692,3,"Decent, but could be improved."
CUST120112,PROD143601,4,Very satisfied with the quality.
CUST117782,PROD114725,3,Not worth the price.
CUST114147,PROD101336,1,Very satisfied with the quality.
CUST110584,PROD108264,5,Very satisfied with the quality.
CUST130251,PROD133013,2,Very satisfied with the quality.
CUST113019,PROD140574,2,Exceeded expectations. Great value for money.
CUST112500,PROD102654,3,Average quality. Expected better.
CUST106239,PROD128658,4,Super fast delivery and great packaging!
CUST112874,PROD135588,5,Exceeded expectations. Great value for money.
CUST120400,PROD110190,5,Poor customer service. Disappointed.
CUST130973,PROD109581,1,Amazing product! I love it.
CUST123948,PROD100035,5,Not worth the price.
CUST115900,PROD122873,2,Terrible experience. Will not buy again.
CUST113037,PROD113000,2,Very satisfied with the quality.
CUST113951,PROD113015,1,Very satisfied with the quality.
CUST121009,PROD107618,1,Very satisfied with the quality.
CUST106044,PROD119926,1,Super fast delivery and great packaging!
CUST131377,PROD104401,1,Excellent product! Highly recommend.
CUST128446,PROD115376,1,Exceeded expectations. Great value for money.
CUST104884,PROD102809,3,Exceeded expectations. Great value for money.
CUST110769,PROD104243,1,Amazing product! I love it.
CUST116467,PROD119418,2,Very satisfied with the quality.
CUST120679,PROD107160,4,Super fast delivery and great packaging!
CUST125739,PROD125180,3,Amazing product! I love it.
CUST103799,PROD109898,2,Terrible experience. Will not buy again.
CUST128568,PROD117275,4,Excellent product! Highly recommend.
CUST110995,PROD112174,5,Poor customer service. Disappointed.
CUST118247,PROD131671,1,Amazing product! I love it.
CUST110334,PROD126271,4,Terrible experience. Will not buy again.
CUST128837,PROD100579,4,Poor customer service. Disappointed.
CUST131820,PROD125301,1,Terrible experience. Will not buy again.
CUST122096,PROD103294,5,"Decent, but could be improved."
CUST107026,PROD140330,2,Poor customer service. Disappointed.
CUST123830,PROD127298,2,"Decent, but could be improved."
CUST114478,PROD105392,3,"Decent, but could be improved."
CUST116241,PROD132213,3,Super fast delivery and great packaging!
CUST127322,PROD121505,5,"Decent, but could be improved."
CUST112688,PROD131140,3,Terrible experience. Will not buy again.
CUST110929,PROD116590,2,Not worth the price.
CUST127412,PROD108813,2,Excellent product! Highly recommend.
CUST114467,PROD130908,1,Not worth the price.
CUST112468,PROD116740,4,Poor customer service. Disappointed.
CUST105958,PROD102666,4,Not worth the price.
CUST110065,PROD124125,3,Poor customer service. Disappointed.
CUST129375,PROD139618,1,Very satisfied with the quality.
CUST127476,PROD106575,4,Terrible experience. Will not buy again.
CUST100800,PROD121583,4,Exceeded expectations. Great value for money.
CUST127203,PROD143708,3,Exceeded expectations. Great value for money.
CUST127978,PROD141538,2,Amazing product! I love it.
CUST108682,PROD138345,5,Super fast delivery and great packaging!
CUST116949,PROD129556,4,Poor customer service. Disappointed.
CUST132667,PROD110125,5,Very satisfied with the quality.
CUST111886,PROD114363,4,"Decent, but could be improved."
CUST129510,PROD128636,4,Average quality. Expected better.
CUST112996,PROD123967,2,"Decent, but could be improved."
CUST113688,PROD120046,2,Not worth the price.
CUST129095,PROD116475,5,Average quality. Expected better.
CUST103208,PROD115027,3,Very satisfied with the quality.
CUST118617,PROD107348,2,Very satisfied with the quality.
CUST123671,PROD110357,5,Average quality. Expected better.
CUST109384,PROD108642,2,Very satisfied with the quality.
CUST120047,PROD128950,2,Not worth the price.
CUST119790,PROD110698,3,Not worth the price.
CUST112039,PROD133943,4,"Decent, but could be improved."
